1
1	15	24	34	45
2	11	24	34	41
3	14	24	34	44
4	12	21	32	41
5	13	23	33	43
6	13	25	35	43
7	14	23	33	44
8	11	22	32	41
9	12	24	34	42
10	13	21	31	43
11	11	24	31	44
12	11	25	35	41
13	13	24	33	44
14	14	22	32	44
15	12	23	33	42
16	15	24	35	44
17	15	23	35	43
18	11	21	31	41
19	12	23	32	43
20	13	24	34	43
21	15	22	35	42
22	12	22	32	42
23	12	22	34	41
24	14	21	32	42
25	14	23	34	43
26	15	22	32	45
27	12	24	32	44
28	14	25	34	45
29	14	21	31	44
30	12	22	31	44
31	12	21	31	42
32	11	25	31	45
33	12	25	35	42
34	15	25	35	45
35	14	22	34	42
36	13	22	33	42
37	15	21	35	41
38	11	23	31	43
39	12	25	32	45
40	13	22	32	43
41	11	22	31	42
42	14	21	34	41
43	13	21	33	41
44	11	23	33	41
45	11	24	32	42
46	15	23	33	45
47	13	25	33	45
2
1	13	25	34	44
2	12	22	32	43
3	12	23	35	45
4	12	25	35	43
5	15	23	34	44
6	14	24	35	45
7	12	24	35	44
8	11	24	31	45
9	11	23	34	42
10	11	24	35	43
11	11	22	33	43
12	11	23	35	42
13	11	24	33	44
14	11	25	34	45
15	15	22	33	44
16	15	23	35	45
17	15	21	32	45
18	11	22	34	43
19	15	21	34	43
20	14	22	35	44
21	14	21	35	42
22	14	21	34	43
23	12	23	34	43
24	13	21	35	43
25	11	21	33	43
26	11	23	34	44
27	12	23	34	44
28	12	23	33	44
29	12	25	33	44
30	12	21	31	45
31	15	22	34	45
32	12	21	35	45
33	11	25	35	44
34	11	22	32	44
35	13	21	33	43
36	13	25	34	45
37	11	22	32	45
38	15	21	35	42
39	11	22	34	41
40	11	22	35	41
41	11	22	35	44
42	15	22	35	43
43	11	23	31	45
44	15	22	35	45
45	15	22	35	44
46	15	24	35	45
47	15	21	34	45
48	12	23	35	42
49	12	21	33	45
50	15	21	33	43
51	12	21	32	44
52	12	22	35	42
53	12	22	32	45
54	11	23	32	42
55	12	21	34	45
56	13	21	35	42
57	12	23	32	45
58	15	23	35	44
59	15	21	34	42
60	11	24	34	44
61	14	24	34	45
62	11	24	35	44
63	12	21	34	42
64	14	21	34	42
65	12	22	33	42
66	15	21	34	44
67	12	22	33	44
68	11	21	35	42
69	12	23	34	45
70	15	22	34	44
71	11	22	35	43
72	15	21	33	44
73	14	21	32	43
74	11	21	32	43
75	11	21	31	45
76	11	25	35	42
77	11	23	35	43
78	11	23	34	41
79	14	24	35	44
80	11	22	33	44
81	11	21	32	44
82	13	23	33	45
83	12	21	34	41
84	14	21	32	45
85	15	22	34	43
86	12	21	34	44
87	12	24	34	43
88	11	25	35	43
89	14	23	35	43
90	13	22	34	44
91	13	25	35	45
92	13	21	31	45
93	11	22	34	44
94	14	22	33	45
95	11	25	34	42
96	14	22	33	43
97	13	22	35	45
98	11	23	31	44
99	13	23	35	43
100	11	23	35	41
101	11	22	35	42
102	12	23	32	44
103	14	23	35	45
104	12	21	35	42
105	13	23	35	42
106	12	24	34	45
107	13	22	35	44
108	11	21	34	43
109	12	25	35	45
110	12	24	32	45
111	14	22	35	42
112	13	24	33	45
113	11	23	34	43
114	12	25	34	45
115	13	21	32	44
116	11	24	34	43
117	12	25	34	43
118	11	23	32	43
119	12	23	35	44
120	11	25	35	45
121	14	22	35	45
122	14	22	33	44
123	12	22	35	41
124	15	21	32	43
125	12	24	35	43
126	12	24	33	45
127	11	23	34	45
128	11	21	35	45
129	11	21	32	45
130	12	22	34	44
131	13	21	32	42
132	11	21	35	43
133	13	21	35	44
134	11	21	33	42
135	15	21	32	44
136	11	23	33	42
137	14	23	33	45
138	14	21	33	45
139	11	23	32	45
140	13	23	35	45
141	12	21	32	45
142	11	21	34	42
143	13	21	35	41
144	13	21	35	45
145	13	24	34	44
146	11	23	35	44
147	13	22	35	42
148	14	21	35	45
149	14	21	35	44
150	13	21	33	44
151	13	21	33	45
152	12	21	33	42
153	14	21	33	43
154	14	21	34	44
155	12	21	35	44
156	11	22	35	45
157	11	22	32	42
158	12	22	31	45
159	14	22	32	45
160	15	21	35	45
161	12	21	31	44
162	12	24	33	44
163	11	23	35	45
164	12	25	34	44
165	13	21	34	44
166	12	22	32	44
167	12	21	31	43
168	12	21	33	41
169	12	21	35	43
170	11	22	34	42
171	13	21	32	43
172	11	25	32	43
173	11	21	35	44
174	13	25	35	44
175	11	22	32	43
176	11	24	34	45
177	11	24	33	45
178	11	23	33	45
179	11	24	35	41
